UAL_ID	USER_ID	LOG_DATE	SESSION_ID	ACTIVITY_CODE	DESCRIPTION
1359513261	4036707	9/28/2018 10:36:24 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359513263	4036707	9/28/2018 10:36:24 AM	12811737	10171	Mobile:Transactions List Success
1359513262	4036707	9/28/2018 10:36:24 AM	12811737	60181	DisplayGetLastDrCrTransHistory
1359513230	4036707	9/28/2018 10:36:23 AM	12811737	60102	RefreshAcct
1359513229	4036707	9/28/2018 10:36:23 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359513036	4036707	9/28/2018 10:36:14 AM	12811737	10171	Mobile:Transactions List Success
1359513034	4036707	9/28/2018 10:36:14 AM	12811737	60108	GetBillData
1359513032	4036707	9/28/2018 10:36:14 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359512912	4036707	9/28/2018 10:36:09 AM	12811737	10171	Mobile:Transactions List Success
1359512911	4036707	9/28/2018 10:36:09 AM	12811737	60108	GetBillData
1359512910	4036707	9/28/2018 10:36:09 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359512766	4036707	9/28/2018 10:36:05 AM	12811737	60100	GetMobileBillsData
1359512764	4036707	9/28/2018 10:36:05 AM	12811737	60108	GetBillData
1359512768	4036707	9/28/2018 10:36:05 AM	12811737	60108	GetBillData
1359512770	4036707	9/28/2018 10:36:05 AM	12811737	60108	GetBillData
1359512765	4036707	9/28/2018 10:36:05 AM	12811737	10171	Mobile:Transactions List Success
1359512763	4036707	9/28/2018 10:36:05 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359512769	4036707	9/28/2018 10:36:05 AM	12811737	10171	Mobile:Transactions List Success
1359512771	4036707	9/28/2018 10:36:05 AM	12811737	10171	Mobile:Transactions List Success
1359512767	4036707	9/28/2018 10:36:05 AM	12811737	10171	Mobile:Transactions List Success
1359512600	4036707	9/28/2018 10:35:59 AM	12811737	716	Bill Payment: Successful
1359512599	4036707	9/28/2018 10:35:59 AM	12811737	60203	Mobile Transaction Source inserted
1359512551	4036707	9/28/2018 10:35:58 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359512553	4036707	9/28/2018 10:35:58 AM	12811737	49230	Mobile App: Duplicate Transaction Attempts
1359512554	4036707	9/28/2018 10:35:58 AM	12811737	60127	payAllBillConfirmSubmit
1359512555	4036707	9/28/2018 10:35:58 AM	12811737	49230	Mobile App: Duplicate Transaction Attempts
1359512497	4036707	9/28/2018 10:35:57 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359512498	4036707	9/28/2018 10:35:57 AM	12811737	60142	PayBillSubmitClick
1359512035	4036707	9/28/2018 10:35:45 AM	12811737	60106	getLimits
1359512029	4036707	9/28/2018 10:35:45 AM	12811737	60101	GetMobileTopUpData
1359512031	4036707	9/28/2018 10:35:45 AM	12811737	60108	GetBillData
1359512033	4036707	9/28/2018 10:35:45 AM	12811737	60108	GetBillData
1359512028	4036707	9/28/2018 10:35:45 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359512032	4036707	9/28/2018 10:35:45 AM	12811737	10171	Mobile:Transactions List Success
1359512034	4036707	9/28/2018 10:35:45 AM	12811737	10171	Mobile:Transactions List Success
1359512030	4036707	9/28/2018 10:35:45 AM	12811737	10171	Mobile:Transactions List Success
1359507663	4036707	9/28/2018 10:33:17 AM	12811737	1111	Post: Pay Anyone - Success
1359507662	4036707	9/28/2018 10:33:17 AM	12811737	60203	Mobile Transaction Source inserted
1359507629	4036707	9/28/2018 10:33:16 AM	12811737	60117	payConfirmSubmit
1359507630	4036707	9/28/2018 10:33:16 AM	12811737	49230	Mobile App: Duplicate Transaction Attempts
1359507628	4036707	9/28/2018 10:33:16 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359507596	4036707	9/28/2018 10:33:14 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359507597	4036707	9/28/2018 10:33:14 AM	12811737	60116	paySubmit
1359507355	4036707	9/28/2018 10:33:06 AM	12811737	41116	Mobile App: Post: Searched Payee - Success
1359507353	4036707	9/28/2018 10:33:06 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359507354	4036707	9/28/2018 10:33:06 AM	12811737	60123	payeeLoad
1359506241	4036707	9/28/2018 10:32:35 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359506242	4036707	9/28/2018 10:32:35 AM	12811737	60105	GetPayAnyOneData
1359506243	4036707	9/28/2018 10:32:35 AM	12811737	10171	Mobile:Transactions List Success
1359506113	4036707	9/28/2018 10:32:31 AM	12811737	60123	payeeLoad
1359506116	4036707	9/28/2018 10:32:31 AM	12811737	41116	Mobile App: Post: Searched Payee - Success
1359506112	4036707	9/28/2018 10:32:31 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359505787	4036707	9/28/2018 10:32:22 AM	12811737	60105	GetPayAnyOneData
1359505786	4036707	9/28/2018 10:32:22 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359505789	4036707	9/28/2018 10:32:22 AM	12811737	10171	Mobile:Transactions List Success
1359501543	4036707	9/28/2018 10:29:55 AM	12811737	42802	Mobile App: Token Verified At Login: Success
1359501544	4036707	9/28/2018 10:29:55 AM	12811737	60181	DisplayGetLastDrCrTransHistory
1359501548	4036707	9/28/2018 10:29:55 AM	12811737	10171	Mobile:Transactions List Success
1359501529	4036707	9/28/2018 10:29:54 AM	1234	49024	Generate Email Successful: On Successful Login
1359501532	4036707	9/28/2018 10:29:54 AM	1234	60029	QR PIN enable - Successful
1359501535	4036707	9/28/2018 10:29:54 AM	1234	41543	Mobile App: Password validation: Success
1359501531	4036707	9/28/2018 10:29:54 AM	1234	49029	Generate Sms Successful: On Successful Login
1359501533	4036707	9/28/2018 10:29:54 AM	1234	60106	getLimits
1359501434	4036707	9/28/2018 10:29:52 AM	1234	42800	Mobile App: Token Generation At Login: Success
1359501401	4036707	9/28/2018 10:29:51 AM	1234	60053	Mobile SignIN via Touch ID: Success
1359501402	4036707	9/28/2018 10:29:51 AM	1234	1545	Website logon: Success
1359501394	4036707	9/28/2018 10:29:51 AM	1234	42548	Mobile App: checkUserStatus:
1359489474	4036707	9/28/2018 10:23:15 AM	12811435	10171	Mobile:Transactions List Success
1359489470	4036707	9/28/2018 10:23:15 AM	12811435	60181	DisplayGetLastDrCrTransHistory
1359489469	4036707	9/28/2018 10:23:15 AM	12811435	42802	Mobile App: Token Verified At Login: Success
1359489455	4036707	9/28/2018 10:23:14 AM	1234	41543	Mobile App: Password validation: Success
1359489448	4036707	9/28/2018 10:23:14 AM	1234	60106	getLimits
1359489440	4036707	9/28/2018 10:23:14 AM	1234	49024	Generate Email Successful: On Successful Login
1359489443	4036707	9/28/2018 10:23:14 AM	1234	60029	QR PIN enable - Successful
1359489441	4036707	9/28/2018 10:23:14 AM	1234	49029	Generate Sms Successful: On Successful Login
1359489349	4036707	9/28/2018 10:23:12 AM	1234	42800	Mobile App: Token Generation At Login: Success
1359489329	4036707	9/28/2018 10:23:11 AM	1234	60053	Mobile SignIN via Touch ID: Success
1359489335	4036707	9/28/2018 10:23:11 AM	1234	1545	Website logon: Success
1359489317	4036707	9/28/2018 10:23:11 AM	1234	42548	Mobile App: checkUserStatus:
1359482176	4036707	9/28/2018 10:19:27 AM	1234	49029	Generate Sms Successful: On Successful Login
1359482175	4036707	9/28/2018 10:19:27 AM	1234	49024	Generate Email Successful: On Successful Login
1359482179	4036707	9/28/2018 10:19:27 AM	1234	41543	Mobile App: Password validation: Success
